,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,9,200,1.00E-15,0,0,-1.980356972,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-15,0,1,-2.122396629,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-15,0,2,-2.122396629,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-13,0,0,-2.050906814,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-13,0,1,-2.184127741,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-13,0,2,-2.184127741,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-11,0,0,-2.121456656,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-11,0,1,-2.245858853,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-11,0,2,-2.245858853,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-09,0,0,-2.192006498,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-09,0,1,-2.307589965,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-09,0,2,-2.307589965,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-07,0,0,-2.262556341,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-07,0,1,-2.369321077,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-07,0,2,-2.369321077,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-05,0,0,-2.333106183,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,1.00E-05,0,1,-2.431052189,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,1.00E-05,0,2,-2.431052189,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,0.001,0,0,-2.403656025,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,0.001,0,1,-2.492783301,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,0.001,0,2,-2.492783301,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,0.1,0,0,-2.474205867,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
0,9,200,0.1,0,1,-2.554514412,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,0.1,0,2,-2.554514412,0.777777778,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0,0.777777778,0,17.57273068
0,9,200,10,0,0,-2.544755709,0.888888889,1.521061681,4.978723404,0.776595745,1,1,2.333333333,1.888888889,47,0.222222222,0.444444444,0.222222222,17.61326391
