,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,20,200,1.00E-15,0,0,-2.194587138,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-15,0,1,-2.147302247,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-15,0,2,-2.260653591,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,1.00E-13,0,0,-2.266018853,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-13,0,1,-2.214765533,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-13,0,2,-2.340022164,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,1.00E-11,0,0,-2.337450568,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-11,0,1,-2.28222882,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-11,0,2,-2.419390736,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,1.00E-09,0,0,-2.408882283,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-09,0,1,-2.349692106,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-09,0,2,-2.498759309,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,1.00E-07,0,0,-2.480313999,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-07,0,1,-2.417155393,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-07,0,2,-2.578127881,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,1.00E-05,0,0,-2.551745714,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,1.00E-05,0,1,-2.48461868,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
0,20,200,1.00E-05,0,2,-2.657496454,1,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.15,0.7,0.15,17.74567244
0,20,200,0.001,0,0,-2.623177429,0.9,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0.05,0.7,0.15,17.93903092
0,20,200,0.001,0,1,-2.552081966,0.85,4.608993157,5.494623656,1.741935484,0.85,0.85,1.65,0.6,62,0,0.75,0.1,17.89699647
