,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,19,200,1.00E-15,0,0,-2.144160398,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-15,0,1,-2.14721584,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-15,0,2,-2.289752744,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,1.00E-13,0,0,-2.210997091,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-13,0,1,-2.214052533,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-13,0,2,-2.37329861,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,1.00E-11,0,0,-2.277833783,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-11,0,1,-2.280889225,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-11,0,2,-2.456844475,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,1.00E-09,0,0,-2.344670476,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-09,0,1,-2.347725918,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-09,0,2,-2.540390341,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,1.00E-07,0,0,-2.411507168,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-07,0,1,-2.414562611,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-07,0,2,-2.623936207,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,1.00E-05,0,0,-2.478343861,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,1.00E-05,0,1,-2.481399303,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,1.00E-05,0,2,-2.707482073,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,0.001,0,0,-2.545180554,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,0.001,0,1,-2.548235996,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,0.001,0,2,-2.791027938,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,0.1,0,0,-2.612017246,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,0.1,0,1,-2.615072688,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
0,19,200,0.1,0,2,-2.874573804,1.052631579,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,200,10,0,0,-2.678853939,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,200,10,0,1,-2.681909381,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.736842105,0.105263158,17.70784143
