,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,10,200,1.00E-15,0,0,-1.941132643,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-15,0,1,-1.941132643,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-15,0,2,-1.941132643,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-13,0,0,-2.004627501,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-13,0,1,-2.004627501,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-13,0,2,-2.004627501,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-11,0,0,-2.068122359,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-11,0,1,-2.068122359,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-11,0,2,-2.068122359,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-09,0,0,-2.131617217,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-09,0,1,-2.131617217,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-09,0,2,-2.131617217,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-07,0,0,-2.195112074,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-07,0,1,-2.195112074,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-07,0,2,-2.195112074,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-05,0,0,-2.258606932,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-05,0,1,-2.258606932,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,1.00E-05,0,2,-2.258606932,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.001,0,0,-2.32210179,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.001,0,1,-2.32210179,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.001,0,2,-2.32210179,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.1,0,0,-2.385596648,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.1,0,1,-2.385596648,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,0.1,0,2,-2.385596648,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,10,0,0,-2.449091506,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,10,0,1,-2.449091506,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
0,10,200,10,0,2,-2.449091506,0.8,1.918109668,4.392857143,1.392857143,0.9,0.9,1.5,0.4,28,0.1,0.6,0.1,17.70784143
