,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,30,300,1.00E-15,0,0,-1.906934897,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-15,0,1,-1.90045488,0.86666566,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-15,0,2,-1.899279842,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-13,0,0,-2.006145613,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-13,0,1,-2.00363416,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-13,0,2,-1.994522129,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-11,0,0,-2.105356328,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-11,0,1,-2.106813304,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-11,0,2,-2.089764416,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-09,0,0,-2.204567044,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-09,0,1,-2.209992448,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-09,0,2,-2.185006703,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-07,0,0,-2.30377776,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-07,0,1,-2.313171592,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-07,0,2,-2.28024899,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-05,0,0,-2.402988475,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1.00E-05,0,1,-2.416350737,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1.00E-05,0,2,-2.375491277,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,0.001,0,0,-2.502199191,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,0.001,0,1,-2.519529881,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,0.001,0,2,-2.470733564,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,0.1,0,0,-2.601409906,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,0.1,0,1,-2.622709025,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,0.1,0,2,-2.565975851,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,10,0,0,-2.700620622,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,10,0,1,-2.725888169,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,10,0,2,-2.661218138,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1000,0,0,-2.799831337,0.833333333,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.133333333,17.62461321
0,30,300,1000,0,1,-2.829067313,0.866666667,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.1,0.566666667,0.2,17.59143833
0,30,300,1000,0,2,-2.756460425,0.8,4.44171627,5.84375,1.839285714,0.9,0.9,1.966666667,0.866666667,112,0.066666667,0.633333333,0.1,17.64478975
0,30,300,1.00E-15,1,0,-2.122593225,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-15,1,1,-2.173092206,0.966666488,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.133333333,0.7,0.133333333,17.81872542
0,30,300,1.00E-15,1,2,-2.154394369,0.933333289,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,1.00E-13,1,0,-2.225772369,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-13,1,1,-2.288176666,0.966666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.133333333,0.7,0.133333333,17.81872542
0,30,300,1.00E-13,1,2,-2.265510378,0.933333333,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,1.00E-11,1,0,-2.328951514,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-11,1,1,-2.403261081,0.966666756,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.133333333,0.7,0.133333333,17.81872542
0,30,300,1.00E-11,1,2,-2.376626379,0.933333333,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,1.00E-09,1,0,-2.432130658,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-09,1,1,-2.518303733,0.967537476,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.133333333,0.7,0.133333333,17.81872542
0,30,300,1.00E-09,1,2,-2.487742381,0.933333333,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,1.00E-07,1,0,-2.535309802,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-07,1,1,-2.635789839,0.9998762,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.166666667,0.7,0.133333333,17.78350344
0,30,300,1.00E-07,1,2,-2.598858382,0.933333333,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,1.00E-05,1,0,-2.638488946,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
0,30,300,1.00E-05,1,1,-2.754851493,0.999999988,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.166666667,0.7,0.133333333,17.78350344
0,30,300,1.00E-05,1,2,-2.709974383,0.933333333,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.1,0.733333333,0.1,17.81593002
0,30,300,0.001,1,0,-2.74166809,0.866666667,4.215588084,5.656779661,1.488700565,0.9,0.9,2,1.033333333,118,0.033333333,0.766666667,0.066666667,17.8533453
