,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,19,300,1.00E-15,0,0,-1.893427281,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-15,0,1,-1.880435012,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-15,0,2,-1.976221246,1.049076319,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,300,1.00E-13,0,0,-1.99368232,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-13,0,1,-1.980690051,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-13,0,2,-2.101655089,1.052631198,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,300,1.00E-11,0,0,-2.093937359,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-11,0,1,-2.08094509,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-11,0,2,-2.177453211,1.052631886,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,300,1.00E-09,0,0,-2.194192398,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-09,0,1,-2.181200128,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-09,0,2,-2.302669259,1.05555193,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.210526316,0.578947368,0.263157895,17.74567244
0,19,300,1.00E-07,0,0,-2.294447437,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-07,0,1,-2.281455167,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-07,0,2,-2.432496625,1.105173719,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.263157895,0.578947368,0.263157895,17.69883404
0,19,300,1.00E-05,0,0,-2.394702475,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.052631579,0.631578947,0.157894737,17.82606333
0,19,300,1.00E-05,0,1,-2.381710206,0.842105263,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0,0.684210526,0.157894737,17.68419705
0,19,300,1.00E-05,0,2,-2.564088861,1.105263149,4.213970693,5.544600939,1.535211268,0.894736842,0.894736842,1.894736842,0.947368421,71,0.263157895,0.578947368,0.263157895,17.69883404
