,n,T,PCO,iso_index,rseed,mu_mean,nCO_mean,GCN,CN1,CN2,ratio_surface,total_top,total_bridge,total_hollow,total_sites,occ_top,occ_bridge,occ_hollow,Z_pos
0,18,300,1.00E-15,0,0,-1.888130694,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-15,0,1,-1.945504984,0.888888835,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-15,0,2,-1.888130694,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-13,0,0,-1.980727361,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-13,0,1,-2.051329757,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-13,0,2,-1.980727361,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-11,0,0,-2.073324029,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-11,0,1,-2.15715452,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-11,0,2,-2.073324029,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-09,0,0,-2.165920697,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-09,0,1,-2.262979284,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-09,0,2,-2.165920697,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-07,0,0,-2.258517365,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-07,0,1,-2.368804047,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-07,0,2,-2.258517365,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-05,0,0,-2.351114033,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-05,0,1,-2.47462881,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1.00E-05,0,2,-2.351114033,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,0.001,0,0,-2.443710701,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,0.001,0,1,-2.580453573,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,0.001,0,2,-2.443710701,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,0.1,0,0,-2.536307368,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,0.1,0,1,-2.686278337,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,0.1,0,2,-2.536307368,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,10,0,0,-2.628904036,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,10,0,1,-2.7921031,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,10,0,2,-2.628904036,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1000,0,0,-2.721500704,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1000,0,1,-2.897927863,0.888888889,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.166666667,0.611111111,0.111111111,17.75513019
0,18,300,1000,0,2,-2.721500704,0.777777778,3.827940421,5.09039548,1.457627119,0.888888889,0.888888889,1.722222222,0.666666667,59,0.055555556,0.666666667,0.055555556,17.81593002
0,18,300,1.00E-15,1,0,-1.973780366,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-15,1,1,-2.100076659,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-15,1,2,-2.019445404,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-13,1,0,-2.072991081,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-13,1,1,-2.21251547,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-13,1,2,-2.131884215,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-11,1,0,-2.172201797,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-11,1,1,-2.324954281,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-11,1,2,-2.244323026,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-09,1,0,-2.271412512,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-09,1,1,-2.437393092,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-09,1,2,-2.356761837,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-07,1,0,-2.370623228,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-07,1,1,-2.549831903,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-07,1,2,-2.469200648,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-05,1,0,-2.469833943,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1.00E-05,1,1,-2.662270714,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1.00E-05,1,2,-2.581639459,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,0.001,1,0,-2.569044659,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,0.001,1,1,-2.774709525,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,0.001,1,2,-2.69407827,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,0.1,1,0,-2.668255375,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,0.1,1,1,-2.887148336,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,0.1,1,2,-2.806517081,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,10,1,0,-2.76746609,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,10,1,1,-2.999587147,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,10,1,2,-2.918955892,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1000,1,0,-2.866676806,0.833333333,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.055555556,0.666666667,0.111111111,17.64478975
0,18,300,1000,1,1,-3.112025957,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.722222222,0.055555556,17.58544699
0,18,300,1000,1,2,-3.031394703,0.944444444,3.888377445,5.514767932,1.533755274,0.944444444,0.944444444,2.166666667,1.277777778,79,0.166666667,0.611111111,0.166666667,17.58544699
0,18,300,1.00E-15,2,0,-2.026062541,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0,0.722222222,0.111111111,17.56912773
0,18,300,1.00E-15,2,1,-1.973445232,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.055555556,0.611111111,0.166666667,17.69523109
0,18,300,1.00E-15,2,2,-1.986748391,0.944444394,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.166666667,0.555555556,0.222222222,17.67446113
0,18,300,1.00E-13,2,0,-2.125273257,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0,0.722222222,0.111111111,17.56912773
0,18,300,1.00E-13,2,1,-2.072655948,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.055555556,0.611111111,0.166666667,17.69523109
0,18,300,1.00E-13,2,2,-2.099187211,0.944444444,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.166666667,0.555555556,0.222222222,17.67446113
0,18,300,1.00E-11,2,0,-2.224483972,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0,0.722222222,0.111111111,17.56912773
0,18,300,1.00E-11,2,1,-2.171866664,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.055555556,0.611111111,0.166666667,17.69523109
0,18,300,1.00E-11,2,2,-2.211626022,0.944444444,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0.166666667,0.555555556,0.222222222,17.67446113
0,18,300,1.00E-09,2,0,-2.323694688,0.833333333,3.90872136,5.617886179,1.37601626,0.944444444,0.944444444,2.222222222,1.388888889,82,0,0.722222222,0.111111111,17.56912773
